노선번호,정류소명,구군
210,럭키아파트,동래구
1002-F,럭키아파트,동래구
44,동래럭키아파트,동래구
50,동래럭키아파트,동래구
57,동래럭키아파트,동래구
148,동래럭키아파트,동래구
200,동래럭키아파트,동래구
307,동래럭키아파트,동래구
44,광혜병원.미남교차로,동래구
46,광혜병원.미남교차로,동래구
50,광혜병원.미남교차로,동래구
57,광혜병원.미남교차로,동래구
111-1,광혜병원.미남교차로,동래구
121,광혜병원.미남교차로,동래구
127,광혜병원.미남교차로,동래구
148,광혜병원.미남교차로,동래구
189,광혜병원.미남교차로,동래구
200,광혜병원.미남교차로,동래구
307,광혜병원.미남교차로,동래구
77,럭키주유소,동래구
31,안락뜨란채삼거리,동래구
36,안락뜨란채삼거리,동래구
43,안락뜨란채삼거리,동래구
44,안락뜨란채삼거리,동래구
52,안락뜨란채삼거리,동래구
144,안락뜨란채삼거리,동래구
155,안락뜨란채삼거리,동래구
200,안락뜨란채삼거리,동래구
31,부산원동역,동래구
36,부산원동역,동래구
43,부산원동역,동래구
44,부산원동역,동래구
52,부산원동역,동래구
144,부산원동역,동래구
155,부산원동역,동래구
189-1,부산원동역,동래구
200,부산원동역,동래구
29,세병교,동래구
51,세병교,동래구
52,세병교,동래구
179,세병교,동래구
155,명장시장,동래구
29,협진태양맨션,동래구
106,협진태양맨션,동래구
129-1,협진태양맨션,동래구
155,협진태양맨션,동래구
183,협진태양맨션,동래구
183-F,협진태양맨션,동래구
80,식물원입구,동래구
100-1,식물원입구,동래구
203,온천시장(목욕타운),동래구
203,경보아파트교차로,동래구
77,식물원입구,금정구
110,식물원입구,금정구
121,식물원입구,금정구
1002-F,식물원입구,금정구
203,경보아파트교차로,금정구
77,식물원입구,동래구
110,식물원입구,동래구
1002-F,식물원입구,동래구
77,온천시장,동래구
110,온천시장,동래구
121,온천시장,동래구
1002-F,온천시장,동래구
77,온천장,동래구
110,온천장,동래구
121,온천장,동래구
1002-F,온천장,동래구
111-1,온천장역,동래구
144,온천장역,동래구
183,온천장역,동래구
3008,온천장역,동래구
183-F,온천장역,동래구
3008-F,온천장역,동래구
100-1,온천장아스타아파트,동래구
111-1,온천장아스타아파트,동래구
144,온천장아스타아파트,동래구
189,온천장아스타아파트,동래구
183-F,온천장아스타아파트,동래구
31,동래역,동래구
43,동래역,동래구
129-1,동래역,동래구
506,동래역,동래구
31,내성중학교,동래구
43,내성중학교,동래구
77,내성중학교,동래구
100-1,내성중학교,동래구
129-1,내성중학교,동래구
506,내성중학교,동래구
동래구5,내성중학교,동래구
동래구8,내성중학교,동래구
46,동래역,동래구
77,동래역,동래구
100-1,동래역,동래구
111-1,동래역,동래구
121,동래역,동래구
127,동래역,동래구
144,동래역,동래구
189,동래역,동래구
210,동래역,동래구
3008,동래역,동래구
3008-F,동래역,동래구
동래구5,동래역1번출구,동래구
동래구8,동래역1번출구,동래구
동래구1,동래시장,동래구
동래구6-1,동래시장,동래구
33-1,사직역,동래구
46,사직역,동래구
83-1,사직역,동래구
210,사직역,동래구
10,사직운동장,동래구
44,사직운동장,동래구
50,사직운동장,동래구
80,사직운동장,동래구
111,사직운동장,동래구
111-1,사직운동장,동래구
189,사직운동장,동래구
1002-F,사직운동장,동래구
10,사직야구장,동래구
44,사직야구장,동래구
46,사직야구장,동래구
50,사직야구장,동래구
57,사직야구장,동래구
80,사직야구장,동래구
111,사직야구장,동래구
111-1,사직야구장,동래구
131,사직야구장,동래구
189,사직야구장,동래구
210,사직야구장,동래구
1002-F,사직야구장,동래구
부산진구17,새마을금고,동래구
동래구1,명장2동행정복지센터,동래구
동래구1,조양아파트,동래구
동래구6-1,조양아파트,동래구
29,명장정수사업소,동래구
42,명장정수사업소,동래구
99,명장정수사업소,동래구
105,명장정수사업소,동래구
106,명장정수사업소,동래구
129-1,명장정수사업소,동래구
148,명장정수사업소,동래구
155,명장정수사업소,동래구
183,명장정수사업소,동래구
183-F,명장정수사업소,동래구
29,진흥상가,동래구
29,안락초등학교,동래구
29,명장1동행정복지센터,동래구
동래구6,부산은행,동래구
동래구7,부산은행,동래구
동래구6,안락병원,동래구
동래구7,안락병원,동래구
동래구6,1080안경점,동래구
동래구6,삼성아파트,동래구
155,충렬주유소,동래구
506,충렬주유소,동래구
동래구1,동래구청,동래구
동래구1-1,동래구청,동래구
동래구6,동래구청,동래구
동래구6,동래구청,동래구
동래구6,구 부산지방기상청,동래구
42,안락교차로,동래구
52,안락교차로,동래구
210,안락교차로,동래구
210,벽산아파트,동래구
52,안락교차로,동래구
210,안락교차로,동래구
210,안락동우체국.동해선안락역,동래구
29,안락동우체국.동해선안락역,동래구
31,안락동우체국.동해선안락역,동래구
36,안락동우체국.동해선안락역,동래구
42,안락동우체국.동해선안락역,동래구
43,안락동우체국.동해선안락역,동래구
44,안락동우체국.동해선안락역,동래구
52,안락동우체국.동해선안락역,동래구
144,안락동우체국.동해선안락역,동래구
200,안락동우체국.동해선안락역,동래구
307,안락동우체국.동해선안락역,동래구
506,안락동우체국.동해선안락역,동래구
36,안락동우체국.동해선안락역,동래구
42,안락동우체국.동해선안락역,동래구
52,안락동우체국.동해선안락역,동래구
31,안락동우체국.동해선안락역,동래구
43,안락동우체국.동해선안락역,동래구
44,안락동우체국.동해선안락역,동래구
144,안락동우체국.동해선안락역,동래구
200,안락동우체국.동해선안락역,동래구
307,안락동우체국.동해선안락역,동래구
506,안락동우체국.동해선안락역,동래구
210,동부산아이존빌아파트,동래구
210,안락경동아파트,동래구
동래구2,동부산아이존빌아파트,동래구
동래구2,안락경동아파트,동래구
86,강변뜨란채입구,동래구
210,강변뜨란채입구,동래구
동래구2,온천천카페거리,동래구
210,강변뜨란채아파트,동래구
동래구2,온천천카페거리,동래구
동래구2,강변뜨란채아파트,동래구
동래구2,한성기린아파트,동래구
36,동래봉생병원,동래구
49,동래봉생병원,동래구
57,동래봉생병원,동래구
99,동래봉생병원,동래구
100,동래봉생병원,동래구
105,동래봉생병원,동래구
106,동래봉생병원,동래구
110-1,동래봉생병원,동래구
36,동래봉생병원,동래구
49,동래봉생병원,동래구
57,동래봉생병원,동래구
99,동래봉생병원,동래구
100,동래봉생병원,동래구
105,동래봉생병원,동래구
106,동래봉생병원,동래구
110-1,동래봉생병원,동래구
36,우성아파트,동래구
49,우성아파트,동래구
57,우성아파트,동래구
99,우성아파트,동래구
100,우성아파트,동래구
105,우성아파트,동래구
106,우성아파트,동래구
110-1,우성아파트,동래구
36,우성아파트,동래구
49,우성아파트,동래구
57,우성아파트,동래구
99,우성아파트,동래구
100,우성아파트,동래구
105,우성아파트,동래구
106,우성아파트,동래구
110-1,우성아파트,동래구
210,강변뜨란채아파트,동래구
동래구2,강변뜨란채아파트,동래구
동래구2,한성기린아파트,동래구
86,안진초등학교,동래구
동래구2,벽산한신아파트,동래구
동래구2,안민초등학교,동래구
동래구2,중앙하이츠아파트,동래구
80,온천장,동래구
100-1,온천장,동래구
121,온천장,동래구
131,온천장,동래구
동래구7,온천예식장,동래구
29,명장조양맨션(명장역),동래구
155,명장조양맨션(명장역),동래구
동래구6-1,명장1치안센터,동래구
29,명장조양맨션(명장역),동래구
155,명장조양맨션(명장역),동래구
155,명장1동행정복지센터,동래구
155,명장시장,동래구
동래구6-1,명장1동새마을금고,동래구
동래구6-1,명장시장,동래구
29,명장1동행정복지센터,동래구
29,안락초등학교,동래구
29,진흥상가,동래구
동래구6-1,명장1치안센터,동래구
동래구7,명장1치안센터,동래구
동래구6-1,충렬초등학교,동래구
동래구6,혜화여고.충렬고,동래구
동래구6-1,혜화여고.충렬고,동래구
동래구7,혜화여고.충렬고,동래구
155,한우크로바아파트,동래구
506,한우크로바아파트,동래구
동래구6,한우크로바아파트,동래구
동래구7,한우크로바아파트,동래구
동래구6,부산은행,동래구
동래구6,안락병원,동래구
42,명장조양맨션(명장역),동래구
99,명장조양맨션(명장역),동래구
105,명장조양맨션(명장역),동래구
106,명장조양맨션(명장역),동래구
129-1,명장조양맨션(명장역),동래구
148,명장조양맨션(명장역),동래구
183-F,명장조양맨션(명장역),동래구
42,명장조양맨션(명장역),동래구
99,명장조양맨션(명장역),동래구
105,명장조양맨션(명장역),동래구
106,명장조양맨션(명장역),동래구
129-1,명장조양맨션(명장역),동래구
148,명장조양맨션(명장역),동래구
183-F,명장조양맨션(명장역),동래구
동래구2,벽산한신아파트,동래구
동래구2,안민초등학교,동래구
동래구2,중앙하이츠아파트,동래구
49,낙민역.동래고등학교,동래구
52,낙민역.동래고등학교,동래구
57,낙민역.동래고등학교,동래구
100,낙민역.동래고등학교,동래구
110-1,낙민역.동래고등학교,동래구
129-1,낙민역.동래고등학교,동래구
148,낙민역.동래고등학교,동래구
210,낙민역.동래고등학교,동래구
183-F,낙민역.동래고등학교,동래구
동래구5,삼익아파트정문,동래구
10,국민시장,동래구
46,국민시장,동래구
210,국민시장,동래구
10,삼익아파트,동래구
46,삼익아파트,동래구
210,삼익아파트,동래구
동래구5,삼익아파트후문,동래구
44,사직사거리,동래구
50,사직사거리,동래구
57,사직사거리,동래구
80,사직사거리,동래구
111,사직사거리,동래구
111-1,사직사거리,동래구
131,사직사거리,동래구
189,사직사거리,동래구
1002-F,사직사거리,동래구
80,사직사거리,동래구
131,사직사거리,동래구
189,사직사거리,동래구
1002-F,사직사거리,동래구
10,사직야구장,동래구
44,사직야구장,동래구
46,사직야구장,동래구
